Name,Ingredients,Making,Link,Glass,Garnish,Type,Flavor
Chocolat a l'orange (Orange Chocolate),"['1 2⁄3 shot Rémy Martin 1738 Cognac', '1⁄2 shot Dubonnet/French rouge aromatised wine', '1⁄3 shot Grand Marnier or other cognac orange liqueur', ""5⁄6 dash Bob's Chocolate bitters"", '1 whole Cinnamon stick', '1 fresh Orange peel']",STIR all ingredients with ice and strain into a large brandy balloon over a chunk of block ice.,https://www.diffordsguide.com/cocktails/recipe/3753/chocolat-a-lorange-orange-chocolate,Snifter glass,Orange zest twist & orange chocolate,,
Chocolate & Cranberry Cocktail,"['2 shot Absolut Vanilia vodka', '1⁄2 shot Dutch Cacao white crème de cacao', '1⁄2 shot Martini Extra Dry vermouth', '1 shot Cranberry juice (sweetened)']","SHAKE all ingredients with ice and fine strain into chilled, rimmed glass.",https://www.diffordsguide.com/cocktails/recipe/425/chocolate-and-cranberry-cocktail,Coupe glass,Chocolate powder rim,,
Chocolate Martini,"['1 1⁄2 shot Ketel One Vodka', '1 shot Dutch Cacao white crème de cacao', '1 shot Martini Extra Dry vermouth', ""4 drop Bob's Chocolate bitters""]",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/427/chocolate-martini,Martini glass,Sugar syrup and chocolate powder rim,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 5']"
Chocolate Mint Martini,"['2 shot Ketel One Vodka', '1⁄2 shot Giffard Menthe Pastille white crème de menthe', '1⁄2 shot Dutch Cacao white crème de cacao', '1⁄2 shot Martini Extra Dry vermouth']",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/428/chocolate-mint-martini,Martini glass,Orange juice & chocolate powder rim,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 5']"
Chocolate Puff,"['1 shot Havana Club 3 Year Old rum', '1 shot Dutch Cacao white crème de cacao', '6 spoon Greek yogurt', '2 twist Orange (fresh fruit)', ""1⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]",SHAKE all ingredients with ice and fine strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/429/chocolate-puff,Old-fashioned glass,Crumbled Cadbury's Flake bar,,"['Gentle 0 - Boozy 10: 4', 'Sweet 0 - Dry/Sour 10: 5']"
Chocolate Sazerac,"['1⁄2 shot La Fée Parisienne absinthe', '2 shot Bourbon whiskey', '1⁄2 shot Dutch Cacao white crème de cacao', ""1⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", ""2 dash Peychaud's or other Creole-style bitters""]","Fill glass with ice, POUR in absinthe, top up with water and leave the mixture to stand in the glass. Separately STIR bourbon, cacao, sugar and bitters with ice. Finally discard contents of glass (absinthe, water and ice) and strain contents of shaker into empty absinthe-coated glass.",https://www.diffordsguide.com/cocktails/recipe/430/chocolate-sazerac,Old-fashioned glass,Lemon zest twist (discarded) & apple wedge,,"['Gentle 0 - Boozy 10: 9', 'Sweet 0 - Dry/Sour 10: 6']"
Chocolate Sidecar,"['3⁄4 shot Rémy Martin 1738 Cognac', '3⁄4 shot De Kuyper Brown Crème de Cacao', '3⁄4 shot Tawny port', '3⁄4 shot Lime juice (freshly squeezed)', ""1⁄3 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/431/chocolate-sidecar,Coupe glass,Chocolate powder rim,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 6']"
Chocolate Stinger,"['2 shot Mozart Chocolate Vodka', '3⁄4 shot Giffard Menthe Pastille white crème de menthe']",STIR all ingredients with ice and strain into glass filled with crushed ice.,https://www.diffordsguide.com/cocktails/recipe/2915/chocolate-stinger,Old-fashioned glass,Mint sprig,,
"Chocolate, Rum & Raisin","['1 1⁄2 shot Havana Club 7yo rum', '3⁄4 shot Giffard Caramel Toffee liqueur', '1⁄2 shot Martini Rosso sweet vermouth', '1⁄4 shot De Kuyper Brown Crème de Cacao', '1⁄12 shot Pedro Ximénez sherry', ""5 drop Bob's Chocolate bitters""]",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/4118/chocolate-rum-and-raisin,Nick & Nora glass,Squares raisin & nut chocolate balanced across rim,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 6']"
Christmas Pudding & Custard Cocktail,"['1 1⁄2 shot Warninks Advocaat liqueur', '1 shot Rémy Martin 1738 Cognac', '1⁄2 shot Fino sherry', '1 shot Pedro Ximénez sherry']",SHAKE first 3 ingredients with ice and fine strain into chilled coupe glass. POUR chilled Pedro Ximenez sherry into second smaller glass to be served on the side,https://www.diffordsguide.com/cocktails/recipe/3122/christmas-pudding-and-custard-cocktail,Coupe glass,Serve chilled Pedro Ximenez sherry on the side,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 5']"
Christmas Velvet Alexander,"['1 1⁄2 shot Warninks Advocaat liqueur', '1 1⁄2 shot Rutte Dry Gin', '3⁄4 shot Fino sherry']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/3123/christmas-velvet-alexander,Coupe glass,Orange zest twist (discarded) and freshly grated nutmeg,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 6']"
Christmopolitan,"['1 1⁄2 shot Ketel One Vodka', '1 1⁄2 shot Cranberry juice (sweetened)', '1⁄2 shot Disaronno amaretto', '1⁄2 shot Lime juice (freshly squeezed)', '1 dash Angostura Aromatic Bitters (optional)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/3124/christmopolitan,Coupe glass,Orange zest twist (discarded) and string red currants,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 6']"
Cider Apple Cocktail,"['1 1⁄2 shot Avallen Calvados', '3⁄4 shot Apple Schnapps liqueur', '3⁄4 shot Lemon juice (freshly squeezed)', '1 shot Apple juice (apple cider) unsweetened & unfiltered', ""1⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]",SHAKE all ingredients with ice & fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/434/cider-apple-cocktail,Martini glass,Apple wedge,,
Cider House Rules,"['2 shot Patrón Reposado tequila', '1 1⁄2 shot Apple juice (apple cider) unsweetened & unfiltered', '1⁄2 shot Lemon juice (freshly squeezed)', '1⁄4 shot Agave syrup', '1⁄2 spoon Cinnamon powder']",SHAKE all ingredients with ice & fine strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/2341/cider-house-rules,Old-fashioned glass,Apple wedge,,
Cinnamon 'Martini',"['1 2⁄3 shot Absolut Vanilia vodka', '5⁄6 shot Passion fruit puree', '1⁄3 shot Cinnamon sugar syrup', '4 drop Xocolatl mole bitters']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/4917/cinnamon-martini,Coupe glass,Flamed cinnamon dust & shot of champagne on the side,,"['Gentle 0 - Boozy 10: 5', 'Sweet 0 - Dry/Sour 10: 5']"
Citrus Caipirovska,"['3⁄4 fresh Lemon (fresh)', '2 shot Ketel One Citroen Vodka', ""3⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]",MUDDLE lemon in base of glass. Add other ingredients and fill glass with crushed ice. CHURN drink with bar spoon and serve with short straws.,https://www.diffordsguide.com/cocktails/recipe/437/citrus-caipirovska,Old-fashioned glass,None,,
Citrus Martini,"['1 1⁄2 shot Ketel One Citroen Vodka', '1⁄4 shot De Kuyper Triple Sec (40%)', '1 shot Lemon juice (freshly squeezed)', ""1⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '3 dash Orange Bitters by Angostura']",SHAKE all ingredients with ice & fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/438/citrus-martini,Martini glass,Orange zest twist,,
Citrus Rum Cooler,"['1 shot Bacardi Carta Blanca light rum', '1⁄2 shot Grand Marnier or other cognac orange liqueur', '2 shot Orange juice (freshly squeezed)', 'Top up with Lemon-lime soda (Sprite/7-Up)']",SHAKE first three ingredients with ice and strain into ice-filled glass. TOP with lemonade. Lightly stir and serve with straws.,https://www.diffordsguide.com/cocktails/recipe/2150/citrus-rum-cooler,Collins glass,Orange slice,,
Claret Cobbler,"['1 1⁄2 shot Rémy Martin 1738 Cognac', '1 shot Grand Marnier or other cognac orange liqueur', '2 1⁄2 shot Shiraz red wine']",SHAKE all ingredients with ice & fine strain into glass filled with crushed ice. Serve with straws.,https://www.diffordsguide.com/cocktails/recipe/439/claret-cobbler,Goblet glass,Mint sprig,,
Claridge Cocktail,"['1 1⁄2 shot Rutte Dry Gin', '1 1⁄2 shot Martini Extra Dry vermouth', '1⁄2 shot De Kuyper Triple Sec (40%)', '1⁄2 shot De Kuyper Apricot Brandy liqueur']",SHAKE or STIR all ingredients with ice & fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/440/claridge-cocktail,Coupe glass,Lemon zest twist,,"['Gentle 0 - Boozy 10: 8', 'Sweet 0 - Dry/Sour 10: 7']"
Clover Leaf,"['1 2⁄3 shot Rutte Dry Gin', '1⁄2 shot Lemon juice (freshly squeezed)', '1⁄4 shot Giffard Grenadine syrup', ""1⁄12 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '1⁄2 shot Pasteurised egg white (or aquafaba)']",SHAKE all ingredients with ice & fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/446/clover-leaf,Coupe glass,Mint leaf,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 7']"
Cloysters,"['2 shot Rutte Dry Gin', '1⁄2 shot Yellow Chartreuse liqueur', '1⁄2 shot Pink grapefruit juice (freshly squeezed)', '1⁄4 shot Lemon juice (freshly squeezed)', ""1⁄6 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", ""4 drop Bob's Grapefruit Bitters (optional)"", '1⁄4 shot Chilled water (omit if using wet ice)']",SHAKE all ingredients with ice & fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/2346/cloysters,Coupe glass,Grapefruit zest twist,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 7']"
Club Cocktail (Butt's recipe),"['2 shot Havana Club 3 Year Old rum', '1⁄2 shot Martini Rosso sweet vermouth', '1⁄2 shot Martini Extra Dry vermouth', '1⁄2 shot Syrup from Luxardo Maraschino Cherries', '3 dash Angostura Aromatic Bitters', '3⁄4 shot Chilled water (omit if using wet ice)']",STIR all ingredients with ice & fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/447/club-cocktail-butts-recipe,Martini glass,Luxardo Maraschino cherry,,
Club Cocktail (Craddock's recipe),"['2 shot Rutte Dry Gin', '1 shot Martini Rosso sweet vermouth', '1⁄6 shot Yellow Chartreuse liqueur', '1⁄3 shot Chilled water (omit if using wet ice)']",SHAKE all ingredients with ice & strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/583/club-cocktail-craddocks-recipe,Martini glass,Chilled olive on stick,,"['Gentle 0 - Boozy 10: 9', 'Sweet 0 - Dry/Sour 10: 6']"
Club Cocktail (Embury's recipe),"['1 1⁄2 shot Fino sherry', '1 1⁄2 shot Tawny port', '1 dash Orange Bitters by Angostura']",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/582/club-cocktail-emburys-recipe,Martini glass,Orange zest twist,,
Clubland Cocktail,"['1 1⁄2 shot Ketel One Vodka', '1 1⁄2 shot Dry white port', '1 dash Angostura Aromatic Bitters']",STIR all ingredients with ice & fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/2347/clubland-cocktail,Coupe glass,Orange zest twist,,
Cobble Hill,"['3 slice Cucumber (fresh)', '2 shot Straight rye whiskey (100 proof / 50% alc./vol.)', '1⁄2 shot Martini Extra Dry vermouth', '1⁄2 shot Montenegro amaro']","MUDDLE cucumber in base of stirring glass. Add other ingredients, STIR with ice and fine strain into chilled glass.",https://www.diffordsguide.com/cocktails/recipe/2792/cobble-hill,Coupe glass,Lemon zest twist (discarded) & cucumber slice,,
Cobbled Raspberry,"['2 shot Ketel One Vodka', '3⁄4 shot Shiraz red wine', '1⁄4 shot Giffard Crème de Framboise', '8 fresh Raspberries (fresh)', ""1⁄3 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/448/cobbled-raspberry,Martini glass,3 raspberries on stick,,
Coco Bongo Club,"['2 shot Strawberry flavoured vodka', '1⁄6 shot Lime juice (freshly squeezed)', '3 1⁄3 shot Coconut water', ""1⁄6 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]",POUR all ingredients into ice-filled glass and briefly stir.,https://www.diffordsguide.com/cocktails/recipe/4924/coco-bongo-club,Copa glass,Lemon zest twist & half strawberry on rim,,"['Gentle 0 - Boozy 10: 3', 'Sweet 0 - Dry/Sour 10: 5']"
Coco Milky Way,"['1 1⁄2 shot Cachaça', '2⁄3 shot Pineapple juice (fresh pressed)', '1⁄3 shot Disaronno amaretto', '1⁄3 shot Hazelnut liqueur', '1⁄3 shot Coconut sugar syrup', '1⁄3 shot Lemon juice (freshly squeezed)', '2⁄3 shot Single cream / half-and-half']",BLEND all ingredients with 6oz scoop of crushed ice and pour into glass.,https://www.diffordsguide.com/cocktails/recipe/3541/coco-milky-way,Collins glass,Lemon zest & slice of Milky Way chocolate bar,,
Coconut Daiquiri,"['1 1⁄3 shot Bacardi Carta Blanca light rum', '1 shot Coconut rum liqueur (35-40% alc./vol.)', '1⁄2 shot Lime juice (freshly squeezed)', '1⁄3 shot Coconut sugar syrup']",SHAKE all ingredients with ice & fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/451/coconut-daiquiri,Coupe glass,Lime wedge,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 6']"
Coconut Highball,"[""1 1⁄2 shot Dewar's 12 Year Old Scotch whisky"", '2 2⁄3 shot Coconut water (carbonated)']",POUR all ingredients into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/4801/coconut-highball,Highball (max 10oz/300ml),Lemon zest twist,,"['Gentle 0 - Boozy 10: 5', 'Sweet 0 - Dry/Sour 10: 5']"
Coessential,"['8 fresh Mint leaves', '2 shot Ketel One Vodka', '1⁄2 shot Dutch Cacao white crème de cacao', '1⁄6 shot La Fée Parisienne absinthe']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/3078/coessential,Coupe glass,Float mint leaf,,
Coffee & Tonic,"['1 2⁄3 shot Italicus liqueur', '3 1⁄3 shot Thomas Henry Tonic Water', '1⁄6 shot Cold brew coffee']",POUR first 2 ingredients into ice-filled glass and briefly stir. LAYER coffee by carefully pouring so sits as a on top of drink.,https://www.diffordsguide.com/cocktails/recipe/5931/coffee-and-tonic,Collins glass,None,,"['Gentle 0 - Boozy 10: 3', 'Sweet 0 - Dry/Sour 10: 4']"
Coffee Collins,"['1 1⁄2 shot Bebo Coffee Liqueur', '1 shot Lemon juice (freshly squeezed)', ""5⁄12 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '2 shot Thomas Henry Soda Water']",SHAKE first 3 ingredients with ice and strain into ice-filled glass. TOP with soda and briefly stir.,https://www.diffordsguide.com/cocktails/recipe/4915/coffee-collins,Highball (max 10oz/300ml),Lemon wheel slice and Luxardo Maraschino Cherry sail,,"['Gentle 0 - Boozy 10: 3', 'Sweet 0 - Dry/Sour 10: 5']"
Coffee Coolatta,"['1 3⁄4 shot Bourbon whiskey', '1⁄4 shot Bebo Coffee Liqueur', '1⁄2 shot Lemon juice (freshly squeezed)', '1⁄2 shot Pineapple juice (fresh pressed)', '1⁄2 shot Cold brew coffee']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/4239/coffee-coolatta,Coupe glass,Float white tea & coconut foam (make foam using cream whipper with equal parts brewed cold white tea and coconut milk with egg white as protein),,
Coffee Negroni,"['1 shot Rutte Dry Gin', '2⁄3 shot Italian red bitter liqueur', '2⁄3 shot Martini Rosso sweet vermouth', '1⁄3 shot Bebo Coffee Liqueur']",POUR all ingredients into ice-filled glass and lightly stir.,https://www.diffordsguide.com/cocktails/recipe/4089/coffee-negroni,Old-fashioned glass,Orange zest twist & float 3 coffee beans,,"['Gentle 0 - Boozy 10: 8', 'Sweet 0 - Dry/Sour 10: 6']"
Coffee Old Fashioned,"['2⁄3 shot Bebo Coffee Liqueur', '1 1⁄3 shot Straight rye whiskey (100 proof / 50% alc./vol.)', '2 dash Orange Bitters by Angostura']",STIR all ingredients with ice and fine strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/11939/coffee-old-fashioned,Old-fashioned glass,Orange zest twist,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 6']"
Coffee Sour,"['2 shot Bebo Coffee Liqueur', '5⁄6 shot Lemon juice (freshly squeezed)', ""1⁄6 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '1⁄3 shot Pasteurised egg white (or aquafaba)']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/4914/coffee-sour,Old-fashioned glass,Lemon wedge,,"['Gentle 0 - Boozy 10: 5', 'Sweet 0 - Dry/Sour 10: 5']"
Coffee Thyme,"['1 2⁄3 shot Rémy Martin 1738 Cognac', '5⁄6 shot Espresso coffee (freshly made & hot)', '1⁄6 shot Fernet liqueur', ""1⁄3 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '1 fresh Thyme sprig']",SHAKE all ingredients with ice and fine strain into chilled ice.,https://www.diffordsguide.com/cocktails/recipe/3767/coffee-thyme,Coupe glass,Thyme sprig,,
Cold Winter Warmer Sour,"['1 spoon Honey', '1 shot Ketel One Citroen Vodka', '1⁄2 shot Bénédictine D.O.M.', '1 shot Lemon juice (freshly squeezed)', '1⁄2 shot Pasteurised egg white (or aquafaba)']","STIR honey with vodka in base of shaker until honey dissolves. Add other ingredients, SHAKE with ice and strain back into shaker. DRY SHAKE (without ice) and strain into ice-filled glass.",https://www.diffordsguide.com/cocktails/recipe/585/cold-winter-warmer-sour,Old-fashioned glass,"Lemon zest twist (discarded), orange slice & Luxardo Maraschino cherry on stick (sail)",,
Colletti Royale,"['1 1⁄2 shot Patrón Reposado tequila', '1⁄2 shot De Kuyper Triple Sec (40%)', '1⁄2 shot Fiorente Elderflower liqueur', '1⁄2 shot Blood orange juice', '1⁄2 shot Lime juice (freshly squeezed)', '2 dash Orange Bitters by Angostura', '1 shot Rosé champagne']",SHAKE first 6 ingredients with ice and strain into ice-filled glass. TOP with Champagne.,https://www.diffordsguide.com/cocktails/recipe/3480/colletti-royale,Wine glass,Dehydrated blood orange wheel,,
Colonel Collins,"['2 shot Bourbon whiskey', '5⁄6 shot Lemon juice (freshly squeezed)', ""1⁄2 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '1 2⁄3 shot Thomas Henry Soda Water']","SHAKE first three ingredients with ice and strain into ice-filled glass. TOP with soda, stir and serve with straws.",https://www.diffordsguide.com/cocktails/recipe/459/colonel-collins,Collins glass,Orange slice & Luxardo Maraschino cherry on stick (sail),,
Colonel T,"['1 2⁄3 shot Bourbon whiskey', '5⁄6 shot De Kuyper Apricot Brandy liqueur', '2 shot Pineapple juice (fresh pressed)']",SHAKE all ingredients with ice and strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/460/colonel-t,Sling glass,Pineapple wedge on rim,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 5']"
